order_id,order_date,employee_id,revenue_usd,cost_usd,is_chargeback
1,9/1/2025,1001,502.85,409.91,TRUE
2,9/1/2025,1001,314.97,229.2,FALSE
3,9/1/2025,1001,302.54,207.06,FALSE
4,9/1/2025,1001,315.3,214.66,FALSE
5,9/2/2025,1001,236.83,199.63,FALSE
6,9/3/2025,1001,518.48,343.72,FALSE
7,9/3/2025,1001,221.3,134.82,FALSE
8,9/3/2025,1001,230.89,167.55,FALSE
9,9/4/2025,1001,407.33,268.79,FALSE
10,9/4/2025,1001,318.92,230.38,FALSE
11,9/4/2025,1001,442.08,349.42,FALSE
12,9/4/2025,1001,212.02,165.81,FALSE
13,9/5/2025,1001,518.62,380.64,FALSE
14,9/5/2025,1001,517.08,418.23,FALSE
15,9/5/2025,1001,554.79,335.17,FALSE
16,9/6/2025,1001,454.83,298.65,FALSE
17,9/6/2025,1001,414.36,288.68,FALSE
18,9/7/2025,1001,240.24,152.4,FALSE
19,9/7/2025,1001,307.19,235,FALSE
20,9/7/2025,1001,416.73,307.88,FALSE
21,9/7/2025,1001,311.06,256.41,FALSE
22,9/8/2025,1001,325.3,246.67,FALSE
23,9/8/2025,1001,505.93,417.03,FALSE
24,9/9/2025,1001,245.94,195.51,FALSE
25,9/10/2025,1001,377.15,227.16,FALSE
26,9/10/2025,1001,451.69,345.94,TRUE
27,9/10/2025,1001,370.98,286.76,FALSE
28,9/10/2025,1001,203.98,133.82,FALSE
29,9/11/2025,1001,259.86,204.41,FALSE
30,9/11/2025,1001,214.35,174.12,FALSE
31,9/11/2025,1001,245.88,170.13,FALSE
32,9/12/2025,1001,367.5,242.92,FALSE
33,9/12/2025,1001,455.44,345.13,FALSE
34,9/13/2025,1001,321.25,233.12,FALSE
35,9/13/2025,1001,181.23,141.47,FALSE
36,9/13/2025,1001,345.86,209.62,FALSE
37,9/13/2025,1001,335.1,282.04,FALSE
38,9/14/2025,1001,438.84,356.89,FALSE
39,9/14/2025,1001,475.47,322.95,FALSE
40,9/14/2025,1001,308.94,228.37,FALSE
41,9/14/2025,1001,425.61,265.71,FALSE
42,9/14/2025,1001,561.55,475.92,FALSE
43,9/14/2025,1001,476.89,374.45,FALSE
44,9/14/2025,1001,356.16,276.25,FALSE
45,9/15/2025,1001,458.61,368.05,FALSE
46,9/16/2025,1001,277.53,229.88,FALSE
47,9/16/2025,1001,522.48,398.39,FALSE
48,9/16/2025,1001,350.88,280.33,FALSE
49,9/16/2025,1001,211.69,131.99,FALSE
50,9/17/2025,1001,169.91,103.47,FALSE
51,9/17/2025,1001,135.38,101.22,FALSE
52,9/17/2025,1001,392.88,239.4,FALSE
53,9/18/2025,1001,242.83,177.4,FALSE
54,9/18/2025,1001,309.82,202.61,FALSE
55,9/18/2025,1001,636.68,483.47,FALSE
56,9/19/2025,1001,571.21,482.08,FALSE
57,9/19/2025,1001,475.76,317.67,FALSE
58,9/19/2025,1001,274.57,170.13,TRUE
59,9/19/2025,1001,257.38,165.58,FALSE
60,9/20/2025,1001,549.36,363.98,FALSE
61,9/20/2025,1001,463.45,310.5,FALSE
62,9/20/2025,1001,501.97,393.78,FALSE
63,9/21/2025,1001,190.78,126.28,FALSE
64,9/22/2025,1001,571.25,450.98,TRUE
65,9/22/2025,1001,321.51,200.77,FALSE
66,9/22/2025,1001,574.64,412.8,FALSE
67,9/22/2025,1001,110.6,83.39,FALSE
68,9/22/2025,1001,193.98,118.59,FALSE
69,9/23/2025,1001,357.02,290.66,FALSE
70,9/23/2025,1001,631.76,404.79,FALSE
71,9/23/2025,1001,325.71,243.12,FALSE
72,9/23/2025,1001,357.31,265.79,FALSE
73,9/23/2025,1001,276.18,203.38,FALSE
74,9/24/2025,1001,603.36,420.26,FALSE
75,9/24/2025,1001,291.63,198.23,FALSE
76,9/25/2025,1001,374.91,227.13,FALSE
77,9/26/2025,1001,275.33,213.16,FALSE
78,9/26/2025,1001,307.34,251.82,FALSE
79,9/26/2025,1001,274.44,176.84,FALSE
80,9/26/2025,1001,455.21,364.95,FALSE
81,9/27/2025,1001,135.48,107.59,FALSE
82,9/27/2025,1001,203.53,169.48,FALSE
83,9/27/2025,1001,536.34,422.98,FALSE
84,9/28/2025,1001,297.26,245.43,FALSE
85,9/28/2025,1001,287.22,236.64,FALSE
86,9/28/2025,1001,463.9,279.6,FALSE
87,9/28/2025,1001,317.48,265.89,FALSE
88,9/29/2025,1001,276.43,205.49,FALSE
89,9/29/2025,1001,134.95,92.06,FALSE
90,9/29/2025,1001,296.39,233.58,FALSE
91,9/29/2025,1001,266.1,196.22,FALSE
92,9/29/2025,1001,348.94,286.8,FALSE
93,9/29/2025,1001,423.66,264.91,FALSE
94,9/29/2025,1001,512.95,397.66,FALSE
95,9/30/2025,1001,417.09,258.74,FALSE
96,9/1/2025,1002,454.7,370.85,FALSE
97,9/1/2025,1002,145.59,104.07,FALSE
98,9/1/2025,1002,343.33,248.28,FALSE
99,9/1/2025,1002,193.46,119.75,FALSE
100,9/1/2025,1002,430.36,271.99,FALSE
101,9/1/2025,1002,393.99,254.31,FALSE
102,9/1/2025,1002,237.21,195.51,FALSE
103,9/2/2025,1002,231.71,150.16,FALSE
104,9/2/2025,1002,410.49,263.63,FALSE
105,9/3/2025,1002,337.16,219.69,FALSE
106,9/3/2025,1002,225.77,163.88,FALSE
107,9/3/2025,1002,266.03,217.72,FALSE
108,9/5/2025,1002,375.68,231.14,FALSE
109,9/6/2025,1002,423.7,273.77,FALSE
110,9/7/2025,1002,440.9,305.38,FALSE
111,9/7/2025,1002,168.18,120.36,FALSE
112,9/7/2025,1002,514.02,313.13,FALSE
113,9/7/2025,1002,419.19,305.14,FALSE
114,9/7/2025,1002,387.35,242.79,FALSE
115,9/8/2025,1002,157.23,104.92,FALSE
116,9/8/2025,1002,374.42,226.53,FALSE
117,9/8/2025,1002,272.41,171.6,FALSE
118,9/9/2025,1002,220.21,164.8,FALSE
119,9/10/2025,1002,349.04,217.01,FALSE
120,9/10/2025,1002,527.59,393.96,FALSE
121,9/10/2025,1002,225.53,151.32,FALSE
122,9/11/2025,1002,327.16,249.13,FALSE
123,9/11/2025,1002,182.17,113.94,FALSE
124,9/11/2025,1002,417.56,276.21,FALSE
125,9/11/2025,1002,278.91,179.43,FALSE
126,9/11/2025,1002,246.32,152.73,FALSE
127,9/11/2025,1002,382.45,240.18,FALSE
128,9/12/2025,1002,343.97,289.75,FALSE
129,9/12/2025,1002,280.79,180.47,FALSE
130,9/13/2025,1002,440.65,366.77,FALSE
131,9/13/2025,1002,149.67,118.59,FALSE
132,9/13/2025,1002,415.2,282.72,FALSE
133,9/13/2025,1002,154.69,97.26,FALSE
134,9/13/2025,1002,355.77,239.13,FALSE
135,9/14/2025,1002,342.07,250.79,FALSE
136,9/14/2025,1002,204.68,140.03,FALSE
137,9/15/2025,1002,470.76,312.42,FALSE
138,9/15/2025,1002,280.77,221.82,FALSE
139,9/15/2025,1002,80,54.98,FALSE
140,9/15/2025,1002,254.37,205.44,FALSE
141,9/16/2025,1002,394.54,329.28,FALSE
142,9/16/2025,1002,277.52,171.13,FALSE
143,9/16/2025,1002,490.13,311.2,FALSE
144,9/16/2025,1002,380.53,247.5,FALSE
145,9/17/2025,1002,397.33,304.47,FALSE
146,9/17/2025,1002,299.48,206.55,FALSE
147,9/17/2025,1002,494.15,350.74,FALSE
148,9/17/2025,1002,301.03,215.44,FALSE
149,9/17/2025,1002,352.21,231.77,FALSE
150,9/17/2025,1002,551.17,383.6,FALSE
151,9/17/2025,1002,378.27,238.02,FALSE
152,9/17/2025,1002,442.5,334.94,FALSE
153,9/19/2025,1002,390.62,294.93,FALSE
154,9/19/2025,1002,300.17,247.18,FALSE
155,9/19/2025,1002,294.88,195.25,FALSE
156,9/19/2025,1002,248.02,150.89,FALSE
157,9/20/2025,1002,407.48,279.34,FALSE
158,9/20/2025,1002,390.04,244.81,FALSE
159,9/20/2025,1002,317.62,253.88,FALSE
160,9/20/2025,1002,232.55,152.86,FALSE
161,9/20/2025,1002,454.35,351.43,FALSE
162,9/20/2025,1002,512.68,339.88,FALSE
163,9/21/2025,1002,136.55,97.7,FALSE
164,9/21/2025,1002,529.53,338.02,FALSE
165,9/22/2025,1002,643.49,389.01,FALSE
166,9/22/2025,1002,365.51,304.48,FALSE
167,9/22/2025,1002,407.72,316.72,FALSE
168,9/22/2025,1002,376.87,280.42,FALSE
169,9/22/2025,1002,541.18,451.12,FALSE
170,9/22/2025,1002,288.65,205.72,FALSE
171,9/22/2025,1002,356.69,266.74,FALSE
172,9/23/2025,1002,481.3,295.37,FALSE
173,9/23/2025,1002,228.55,167.84,FALSE
174,9/23/2025,1002,151.42,103.96,FALSE
175,9/24/2025,1002,309.71,203.22,FALSE
176,9/24/2025,1002,550.28,349.55,FALSE
177,9/24/2025,1002,80,66.3,FALSE
178,9/25/2025,1002,343.48,255.94,FALSE
179,9/25/2025,1002,317.73,197.42,FALSE
180,9/25/2025,1002,217.22,157.6,FALSE
181,9/25/2025,1002,351.67,229.46,FALSE
182,9/25/2025,1002,347.1,226.06,FALSE
183,9/25/2025,1002,346.07,256.51,FALSE
184,9/26/2025,1002,284.79,226.09,FALSE
185,9/26/2025,1002,80,56.02,FALSE
186,9/26/2025,1002,480.98,307.25,FALSE
187,9/27/2025,1002,181.1,137.82,FALSE
188,9/27/2025,1002,256.66,155.62,FALSE
189,9/27/2025,1002,462.28,280.5,FALSE
190,9/27/2025,1002,502.59,330.59,FALSE
191,9/29/2025,1002,287.06,219.08,FALSE
192,9/29/2025,1002,408.72,255.39,FALSE
193,9/29/2025,1002,435.32,351.54,FALSE
194,9/30/2025,1002,403.31,309.35,FALSE
195,9/30/2025,1002,421.17,254.07,FALSE
196,9/30/2025,1002,312.85,203.97,TRUE
197,9/30/2025,1002,389.14,274.48,FALSE
198,9/30/2025,1002,199.87,160.77,FALSE
199,9/1/2025,1003,220.27,183.07,FALSE
200,9/1/2025,1003,476.38,398.29,FALSE
201,9/2/2025,1003,353.4,240.23,FALSE
202,9/2/2025,1003,353.57,215.41,FALSE
203,9/3/2025,1003,297.86,184.45,FALSE
204,9/3/2025,1003,312.9,214.33,FALSE
205,9/3/2025,1003,327.58,240.73,FALSE
206,9/4/2025,1003,297.23,202.02,FALSE
207,9/4/2025,1003,382.05,251.48,TRUE
208,9/4/2025,1003,456.76,373.41,TRUE
209,9/5/2025,1003,359.87,300.41,FALSE
210,9/5/2025,1003,477.86,405.93,FALSE
211,9/5/2025,1003,287.93,207.3,FALSE
212,9/6/2025,1003,519.12,424.86,FALSE
213,9/6/2025,1003,296.54,209.16,FALSE
214,9/6/2025,1003,524.41,345.95,FALSE
215,9/7/2025,1003,188.67,127.18,FALSE
216,9/7/2025,1003,239.76,146.38,TRUE
217,9/7/2025,1003,345.84,240.73,FALSE
218,9/8/2025,1003,378.11,247.5,FALSE
219,9/10/2025,1003,468.12,391.43,FALSE
220,9/10/2025,1003,324.32,244.33,FALSE
221,9/11/2025,1003,369.97,278.19,FALSE
222,9/11/2025,1003,409.09,269.05,FALSE
223,9/11/2025,1003,275.22,218.77,FALSE
224,9/11/2025,1003,283.34,174.1,FALSE
225,9/13/2025,1003,520.46,402.84,FALSE
226,9/13/2025,1003,281.51,226.32,FALSE
227,9/13/2025,1003,374.35,280.1,FALSE
228,9/14/2025,1003,168.11,104.71,FALSE
229,9/14/2025,1003,276.47,227.31,FALSE
230,9/14/2025,1003,303.48,247.5,FALSE
231,9/15/2025,1003,429.03,266.75,FALSE
232,9/15/2025,1003,591.22,409.82,FALSE
233,9/15/2025,1003,346.02,214.62,FALSE
234,9/16/2025,1003,565.35,435.78,FALSE
235,9/16/2025,1003,348.03,250.63,FALSE
236,9/17/2025,1003,492.61,397.13,FALSE
237,9/17/2025,1003,431.83,287.93,FALSE
238,9/18/2025,1003,571.6,456.91,FALSE
239,9/18/2025,1003,448.46,347.27,FALSE
240,9/18/2025,1003,410.87,310.06,FALSE
241,9/19/2025,1003,329.95,225.61,FALSE
242,9/19/2025,1003,367.61,235.34,FALSE
243,9/19/2025,1003,353.45,212.63,FALSE
244,9/19/2025,1003,503.41,379.69,FALSE
245,9/19/2025,1003,186.82,141.7,FALSE
246,9/21/2025,1003,439.55,349.43,FALSE
247,9/21/2025,1003,379.93,319.43,FALSE
248,9/22/2025,1003,539.29,408.87,FALSE
249,9/22/2025,1003,296.43,200.16,FALSE
250,9/22/2025,1003,373.29,230.26,FALSE
251,9/22/2025,1003,493.41,301.69,FALSE
252,9/23/2025,1003,167.22,141.03,FALSE
253,9/24/2025,1003,282.93,223.39,TRUE
254,9/24/2025,1003,395.27,239.35,FALSE
255,9/24/2025,1003,537.86,414.6,FALSE
256,9/25/2025,1003,342.11,228.67,FALSE
257,9/25/2025,1003,176.24,112.95,FALSE
258,9/25/2025,1003,86.14,66.62,FALSE
259,9/25/2025,1003,379.26,289.61,FALSE
260,9/25/2025,1003,282.31,236.5,FALSE
261,9/26/2025,1003,428.02,301.72,FALSE
262,9/26/2025,1003,338.1,236.47,FALSE
263,9/27/2025,1003,344.53,283.73,FALSE
264,9/27/2025,1003,379.2,247.72,FALSE
265,9/27/2025,1003,199.82,163.07,FALSE
266,9/28/2025,1003,523.25,440.6,FALSE
267,9/28/2025,1003,391.13,310.06,FALSE
268,9/28/2025,1003,404.81,319.9,FALSE
269,9/28/2025,1003,373.58,298.54,FALSE
270,9/28/2025,1003,435.08,273.81,FALSE
271,9/28/2025,1003,268.83,174.77,FALSE
272,9/29/2025,1003,566.11,348.75,FALSE
273,9/29/2025,1003,450.88,305.51,FALSE
274,9/29/2025,1003,271.69,163.8,FALSE
275,9/29/2025,1003,295.72,221.79,FALSE
276,9/30/2025,1003,80,61.9,FALSE
277,9/30/2025,1003,233.96,154.53,FALSE
278,9/30/2025,1003,344.27,218.83,FALSE
279,9/1/2025,1004,437.92,297.36,FALSE
280,9/1/2025,1004,340.31,207.72,FALSE
281,9/1/2025,1004,459.96,328.27,FALSE
282,9/2/2025,1004,391.58,282.8,FALSE
283,9/2/2025,1004,482.98,314.16,FALSE
284,9/3/2025,1004,225.21,189.73,FALSE
285,9/4/2025,1004,275.15,224.81,FALSE
286,9/4/2025,1004,579.68,448.18,FALSE
287,9/5/2025,1004,368.05,266.58,FALSE
288,9/5/2025,1004,393.8,321.82,FALSE
289,9/5/2025,1004,482.66,315.62,FALSE
290,9/5/2025,1004,492.44,343.95,FALSE
291,9/6/2025,1004,386.32,328.32,FALSE
292,9/6/2025,1004,259.49,219.09,FALSE
293,9/6/2025,1004,388.56,288.22,FALSE
294,9/7/2025,1004,400.63,328.37,FALSE
295,9/7/2025,1004,492.74,395.16,FALSE
296,9/8/2025,1004,202.69,162.04,FALSE
297,9/8/2025,1004,331.99,244.39,TRUE
298,9/8/2025,1004,365.07,248.67,FALSE
299,9/8/2025,1004,541.34,377.39,FALSE
300,9/8/2025,1004,248.36,163.77,FALSE
301,9/8/2025,1004,547.04,412.95,FALSE
302,9/9/2025,1004,471.18,327.44,FALSE
303,9/9/2025,1004,80,48.51,FALSE
304,9/9/2025,1004,624.91,434.34,FALSE
305,9/9/2025,1004,472.71,355.47,FALSE
306,9/9/2025,1004,642.77,516.3,FALSE
307,9/9/2025,1004,441.07,291.49,FALSE
308,9/9/2025,1004,383.74,236.03,FALSE
309,9/10/2025,1004,259.52,187.24,FALSE
310,9/11/2025,1004,316.32,212.32,FALSE
311,9/11/2025,1004,371.59,251.87,FALSE
312,9/11/2025,1004,517.04,402.79,FALSE
313,9/12/2025,1004,232.1,149.77,FALSE
314,9/12/2025,1004,323.04,208.48,FALSE
315,9/12/2025,1004,277.84,206.11,FALSE
316,9/12/2025,1004,388.37,326.51,FALSE
317,9/13/2025,1004,376.87,230.21,FALSE
318,9/13/2025,1004,513.7,430.4,FALSE
319,9/13/2025,1004,355.86,233.81,FALSE
320,9/13/2025,1004,354.87,267.13,FALSE
321,9/13/2025,1004,200.74,159.61,FALSE
322,9/13/2025,1004,266.85,214.99,FALSE
323,9/14/2025,1004,269.18,203.49,FALSE
324,9/14/2025,1004,383.48,286.33,FALSE
325,9/15/2025,1004,426.05,278.72,FALSE
326,9/15/2025,1004,399.66,242.16,FALSE
327,9/15/2025,1004,465.67,306.4,FALSE
328,9/15/2025,1004,615.26,460.6,FALSE
329,9/15/2025,1004,253.56,179.28,FALSE
330,9/16/2025,1004,546.69,422.65,FALSE
331,9/16/2025,1004,418.28,279.64,FALSE
332,9/16/2025,1004,545.41,338.93,FALSE
333,9/17/2025,1004,280.2,184,FALSE
334,9/17/2025,1004,228.23,140.9,FALSE
335,9/17/2025,1004,378.05,310.01,FALSE
336,9/17/2025,1004,163.29,119.73,FALSE
337,9/17/2025,1004,497.32,421.99,FALSE
338,9/17/2025,1004,204.84,151.47,FALSE
339,9/17/2025,1004,265.4,196.55,FALSE
340,9/18/2025,1004,343.31,221.03,FALSE
341,9/18/2025,1004,370.32,231.14,FALSE
342,9/18/2025,1004,180.35,142.3,FALSE
343,9/18/2025,1004,480.96,400.06,FALSE
344,9/19/2025,1004,423.1,296.1,FALSE
345,9/19/2025,1004,495.57,361.88,FALSE
346,9/19/2025,1004,367.01,228.38,FALSE
347,9/19/2025,1004,366.02,291.17,FALSE
348,9/19/2025,1004,331.7,202.02,FALSE
349,9/20/2025,1004,255.68,159.01,FALSE
350,9/20/2025,1004,190.25,140.49,FALSE
351,9/20/2025,1004,217.6,163.23,FALSE
352,9/20/2025,1004,91.65,76.06,FALSE
353,9/21/2025,1004,359.82,250.13,FALSE
354,9/21/2025,1004,338.13,276.26,FALSE
355,9/21/2025,1004,269.83,167.36,FALSE
356,9/21/2025,1004,469.05,301.78,FALSE
357,9/22/2025,1004,353.38,268.65,FALSE
358,9/22/2025,1004,348.91,220.91,FALSE
359,9/22/2025,1004,347,260.79,FALSE
360,9/22/2025,1004,448.13,288.47,FALSE
361,9/23/2025,1004,222.19,153.73,FALSE
362,9/23/2025,1004,313.37,190.04,FALSE
363,9/23/2025,1004,356.8,300.23,FALSE
364,9/24/2025,1004,413.56,280.37,FALSE
365,9/24/2025,1004,237.28,180.38,FALSE
366,9/24/2025,1004,332.71,251.16,FALSE
367,9/25/2025,1004,324.39,199.35,FALSE
368,9/25/2025,1004,528.89,324.97,FALSE
369,9/26/2025,1004,276.39,213.66,FALSE
370,9/26/2025,1004,313.7,228.17,FALSE
371,9/26/2025,1004,402.43,272.27,FALSE
372,9/26/2025,1004,492.88,360.67,FALSE
373,9/26/2025,1004,185.97,128.68,FALSE
374,9/27/2025,1004,323.03,260.65,FALSE
375,9/28/2025,1004,280.82,169.84,FALSE
376,9/28/2025,1004,80,63.21,FALSE
377,9/28/2025,1004,172.53,104.04,FALSE
378,9/28/2025,1004,372,313.96,FALSE
379,9/28/2025,1004,348.16,218.45,FALSE
380,9/28/2025,1004,419.51,299.36,FALSE
381,9/28/2025,1004,346.72,221.04,FALSE
382,9/29/2025,1004,238.01,186.68,FALSE
383,9/30/2025,1004,185.37,132.51,FALSE
384,9/30/2025,1004,156.37,128.7,FALSE
385,9/1/2025,1005,567.37,464.3,FALSE
386,9/1/2025,1005,424.83,335.73,FALSE
387,9/1/2025,1005,319.94,211.69,FALSE
388,9/2/2025,1005,347.65,294.79,FALSE
389,9/2/2025,1005,504.56,328.47,FALSE
390,9/3/2025,1005,299.26,234.4,FALSE
391,9/3/2025,1005,288.24,229.42,FALSE
392,9/3/2025,1005,216.77,130.35,FALSE
393,9/3/2025,1005,176.02,112.16,FALSE
394,9/3/2025,1005,217.24,177.95,FALSE
395,9/3/2025,1005,251.94,196.64,FALSE
396,9/5/2025,1005,98.71,73.86,FALSE
397,9/6/2025,1005,551.73,331.48,FALSE
398,9/6/2025,1005,259.89,179.03,FALSE
399,9/6/2025,1005,371.73,267.74,FALSE
400,9/8/2025,1005,249.71,153.87,FALSE
401,9/11/2025,1005,573.36,430.52,FALSE
402,9/11/2025,1005,576.39,461.83,FALSE
403,9/11/2025,1005,349.15,216.22,FALSE
404,9/12/2025,1005,507.49,346.9,FALSE
405,9/12/2025,1005,463.74,338.21,FALSE
406,9/12/2025,1005,431.84,275.02,FALSE
407,9/13/2025,1005,248.81,163.01,FALSE
408,9/14/2025,1005,333.77,261.65,FALSE
409,9/14/2025,1005,372.78,262.93,FALSE
410,9/14/2025,1005,419.21,333.86,FALSE
411,9/16/2025,1005,487.69,339.41,FALSE
412,9/16/2025,1005,313.49,234.16,FALSE
413,9/16/2025,1005,180.7,109.6,TRUE
414,9/16/2025,1005,209.06,168.9,FALSE
415,9/17/2025,1005,122.48,102.29,FALSE
416,9/18/2025,1005,370.44,262.05,FALSE
417,9/18/2025,1005,305.74,244.79,FALSE
418,9/18/2025,1005,398.21,287.01,FALSE
419,9/18/2025,1005,374.68,271.31,FALSE
420,9/19/2025,1005,304.59,238.3,FALSE
421,9/19/2025,1005,392.57,248.83,FALSE
422,9/19/2025,1005,218.26,166.8,FALSE
423,9/19/2025,1005,232.83,154.07,FALSE
424,9/19/2025,1005,242.91,160.9,FALSE
425,9/20/2025,1005,313.54,249.01,FALSE
426,9/20/2025,1005,538.17,388.5,FALSE
427,9/20/2025,1005,362.2,254.54,FALSE
428,9/21/2025,1005,214.28,176.77,TRUE
429,9/21/2025,1005,379.65,280.96,FALSE
430,9/22/2025,1005,360.48,221,FALSE
431,9/22/2025,1005,456.15,385.59,FALSE
432,9/23/2025,1005,239.7,183.02,FALSE
433,9/23/2025,1005,190.02,160.19,FALSE
434,9/23/2025,1005,639.77,439.76,FALSE
435,9/24/2025,1005,298.79,198.02,FALSE
436,9/24/2025,1005,284.98,210.97,FALSE
437,9/24/2025,1005,314.54,244.38,FALSE
438,9/25/2025,1005,368.28,228.49,FALSE
439,9/25/2025,1005,198.04,165.65,FALSE
440,9/25/2025,1005,343.04,263.2,FALSE
441,9/25/2025,1005,562.38,414.11,FALSE
442,9/25/2025,1005,225.88,164.47,FALSE
443,9/25/2025,1005,272.33,216.93,FALSE
444,9/26/2025,1005,342.93,227.93,FALSE
445,9/26/2025,1005,489.43,357.21,FALSE
446,9/26/2025,1005,257.8,211.26,FALSE
447,9/26/2025,1005,306.74,218.65,FALSE
448,9/27/2025,1005,411.37,326.22,TRUE
449,9/27/2025,1005,342.67,283.49,FALSE
450,9/27/2025,1005,261.7,189.59,FALSE
451,9/28/2025,1005,474.61,329.9,FALSE
452,9/29/2025,1005,410.65,345.41,FALSE
453,9/29/2025,1005,130.31,104.02,FALSE
454,9/29/2025,1005,374.08,283.79,FALSE
455,9/30/2025,1005,441.85,323.99,FALSE
456,9/30/2025,1005,326.98,253.07,FALSE
457,9/30/2025,1005,450.06,371.99,FALSE
458,9/30/2025,1005,298.67,252.64,FALSE
459,9/30/2025,1005,284.42,234.22,FALSE
460,9/1/2025,1006,288.11,178.55,FALSE
461,9/1/2025,1006,358.41,220.75,FALSE
462,9/2/2025,1006,489.43,366.95,FALSE
463,9/2/2025,1006,467.02,382.84,FALSE
464,9/2/2025,1006,410.13,299.13,FALSE
465,9/3/2025,1006,271.51,215.44,FALSE
466,9/3/2025,1006,130.32,107.27,FALSE
467,9/3/2025,1006,543.47,406.47,FALSE
468,9/3/2025,1006,507.79,334.82,FALSE
469,9/3/2025,1006,320.47,231.35,FALSE
470,9/4/2025,1006,248.81,208.41,FALSE
471,9/4/2025,1006,355.23,269.45,FALSE
472,9/4/2025,1006,553.41,367.24,FALSE
473,9/5/2025,1006,276.59,175.64,FALSE
474,9/5/2025,1006,345.56,291.27,FALSE
475,9/5/2025,1006,181.24,136.42,FALSE
476,9/5/2025,1006,340.03,221.61,FALSE
477,9/6/2025,1006,312.89,250.51,FALSE
478,9/6/2025,1006,259.74,189.13,FALSE
479,9/6/2025,1006,330.78,205.67,FALSE
480,9/6/2025,1006,430.56,270.59,FALSE
481,9/7/2025,1006,479.12,346.59,FALSE
482,9/7/2025,1006,352.56,299.04,FALSE
483,9/7/2025,1006,264.99,186.94,FALSE
484,9/7/2025,1006,168.35,139.21,FALSE
485,9/8/2025,1006,160.26,129.16,FALSE
486,9/8/2025,1006,457.4,368.34,TRUE
487,9/8/2025,1006,292.03,194.03,FALSE
488,9/9/2025,1006,367.62,276.06,FALSE
489,9/9/2025,1006,317.78,226.91,FALSE
490,9/9/2025,1006,243.06,153.19,FALSE
491,9/10/2025,1006,334.25,207.25,FALSE
492,9/11/2025,1006,359.22,300.1,FALSE
493,9/11/2025,1006,219.15,164.02,TRUE
494,9/11/2025,1006,519.31,394.17,FALSE
495,9/11/2025,1006,464.38,362.68,FALSE
496,9/12/2025,1006,384.45,317.41,FALSE
497,9/12/2025,1006,212.75,128.27,FALSE
498,9/12/2025,1006,363.03,244.6,FALSE
499,9/12/2025,1006,284.15,179.23,FALSE
500,9/12/2025,1006,361.14,247.67,FALSE
501,9/13/2025,1006,466.33,360.53,FALSE
502,9/13/2025,1006,401.26,308.26,FALSE
503,9/13/2025,1006,470.07,334.5,FALSE
504,9/14/2025,1006,269.53,217.13,FALSE
505,9/14/2025,1006,333.88,226.94,FALSE
506,9/15/2025,1006,447.3,309.89,FALSE
507,9/15/2025,1006,473.91,328.72,FALSE
508,9/15/2025,1006,485.2,343.34,FALSE
509,9/15/2025,1006,313.04,199.91,TRUE
510,9/16/2025,1006,443.56,337.75,FALSE
511,9/16/2025,1006,282.54,198.46,FALSE
512,9/17/2025,1006,324.89,249.93,FALSE
513,9/17/2025,1006,201.88,170.99,FALSE
514,9/17/2025,1006,278.9,215.33,FALSE
515,9/17/2025,1006,293.14,212.93,FALSE
516,9/17/2025,1006,348.27,242.41,FALSE
517,9/17/2025,1006,339.4,217.22,TRUE
518,9/17/2025,1006,305.6,241.13,FALSE
519,9/18/2025,1006,417.31,262.5,FALSE
520,9/18/2025,1006,314.54,213.41,FALSE
521,9/18/2025,1006,490.77,415.19,FALSE
522,9/19/2025,1006,394.36,331.37,FALSE
523,9/19/2025,1006,161.49,118.75,FALSE
524,9/19/2025,1006,214.79,158.61,FALSE
525,9/19/2025,1006,426.57,302.91,FALSE
526,9/20/2025,1006,410.1,272.65,FALSE
527,9/20/2025,1006,329.82,220.18,FALSE
528,9/22/2025,1006,293.35,216.91,FALSE
529,9/22/2025,1006,221.27,157.33,FALSE
530,9/22/2025,1006,378.71,273.51,FALSE
531,9/22/2025,1006,482.12,364.08,FALSE
532,9/23/2025,1006,585,408.79,FALSE
533,9/23/2025,1006,667.32,438.39,FALSE
534,9/23/2025,1006,169.64,140.35,FALSE
535,9/24/2025,1006,480.29,303.86,FALSE
536,9/24/2025,1006,361.76,228.34,FALSE
537,9/24/2025,1006,424.59,354.96,FALSE
538,9/24/2025,1006,305.65,218.74,FALSE
539,9/25/2025,1006,485.13,362.48,FALSE
540,9/25/2025,1006,343.83,230.86,FALSE
541,9/25/2025,1006,278.52,202.71,FALSE
542,9/26/2025,1006,514.93,383.27,FALSE
543,9/28/2025,1006,343.41,277.09,FALSE
544,9/28/2025,1006,384.27,285.66,FALSE
545,9/28/2025,1006,326.32,265.46,FALSE
546,9/29/2025,1006,331.85,269.38,FALSE
547,9/29/2025,1006,421.23,318.72,FALSE
548,9/30/2025,1006,80,48.38,FALSE
549,9/30/2025,1006,484.89,374.88,FALSE
550,9/30/2025,1006,463.7,312.93,FALSE
551,9/30/2025,1006,274.79,179.35,FALSE
552,9/30/2025,1006,453.49,273.1,FALSE
